iter	Logloss
152	0.5123039325
153	0.5121925772
154	0.5119529109
155	0.5117168222
156	0.5110566795
157	0.5109692693
158	0.5108055091
159	0.5104625125
160	0.5102552736
161	0.5101611655
162	0.5100163336
163	0.5099254175
164	0.5095440128
165	0.5093869909
166	0.5091962953
167	0.5090699435
168	0.5089208211
169	0.5087997641
170	0.5084664961
171	0.5080701711
172	0.5078203547
173	0.5077111379
174	0.5076146491
175	0.5073088008
176	0.5069021015
177	0.5064809033
178	0.5063974698
179	0.5062096928
180	0.5061175751
181	0.5058231233
182	0.5057048952
183	0.5056384935
184	0.5053973881
185	0.5053332685
186	0.5048520439
187	0.5037030371
188	0.5034564038
189	0.5033433583
190	0.5031564689
191	0.5030812756
192	0.5029167085
193	0.5027346834
194	0.5026595036
195	0.5022307287
196	0.5021285506
197	0.5020451933
198	0.5016922842
199	0.5015090891
200	0.5013488841
201	0.5011479756
202	0.5007724485
203	0.5006345253
204	0.5003779033
205	0.4999727597
206	0.4996295748
207	0.4992908911
208	0.4989736733
209	0.4988545126
210	0.4983728621
211	0.4972743727
212	0.4970305549
213	0.4964943027
214	0.4963715913
215	0.4962189451
216	0.4960986592
217	0.495934361
218	0.4958591856
219	0.4951549993
220	0.4950194972
221	0.4947700798
222	0.4941791138
223	0.4940172366
224	0.4937167683
225	0.493630304
226	0.4935059203
227	0.4933608016
228	0.4927664642
229	0.4926152393
230	0.4925151459
231	0.4920389605
232	0.4918489284
233	0.4915847655
234	0.4913235661
235	0.4910276572
236	0.4909477565
237	0.4908431978
238	0.4904723287
239	0.4898687559
240	0.4896318154
241	0.4890760699
242	0.4880996375
243	0.4878679603
244	0.4878092564
245	0.4875694108
246	0.4872777252
247	0.4869948895
248	0.4865477736
249	0.4862571953
250	0.4858062103
251	0.4856673188
252	0.4852794537
253	0.4851561594
254	0.4850657724
255	0.4849505032
256	0.4846462464
257	0.4845476281
258	0.4836653397
259	0.4833663508
260	0.4831553325
261	0.4827717444
262	0.4826459575
263	0.4825489397
264	0.4823226021
265	0.4822242213
266	0.4820528306
267	0.4810874046
268	0.4807623769
269	0.4796125766
270	0.479203277
271	0.4791140287
272	0.4788653196
273	0.4784417677
274	0.4777913537
275	0.4776137044
276	0.47748334
277	0.4768421122
278	0.4766996341
279	0.4765856381
280	0.4760975497
281	0.4759750445
282	0.475886231
283	0.4757711232
284	0.4749953482
285	0.4748717715
286	0.4746826898
287	0.4741341311
288	0.4740104827
289	0.4735769241
290	0.4734125497
291	0.4727819293
292	0.4724283881
293	0.4720003619
294	0.4713175787
295	0.4711762349
296	0.4707035778
297	0.4696870336
298	0.4693234633
299	0.4687448891
300	0.4682301297
301	0.4680214427
302	0.4678760235
303	0.4676565274
304	0.4675525605
305	0.4669475979
306	0.4666858873
307	0.4663706645
308	0.4656681819
309	0.4655009472
310	0.464517606
311	0.464194125
312	0.4640462222
313	0.4638035924
314	0.4636682382
315	0.4634524766
316	0.4630662748
317	0.4627427759
318	0.4623401967
319	0.4621783688
320	0.4620099685
321	0.4618767797
322	0.4615970464
323	0.4614389441
324	0.4611789417
325	0.4610790366
326	0.4606797437
327	0.4605518676
328	0.4604025121
329	0.4602828717
330	0.4597782983
331	0.4593549347
332	0.4592358951
333	0.4586308696
334	0.4584855401
335	0.4583262991
336	0.4582115993
337	0.4579279163
338	0.4578425594
339	0.4571178711
340	0.4570457578
341	0.4569577514
342	0.4567153099
343	0.456592455
344	0.4564422433
345	0.4563604506
346	0.4562277729
347	0.4561036403
348	0.4559945266
349	0.4555028963
350	0.4547204323
351	0.4544953007
352	0.4543006418
353	0.4541079018
354	0.4539398825
355	0.4538293028
356	0.4537463311
357	0.453269267
358	0.4531419378
359	0.4530350164
360	0.4529492605
361	0.4527982463
362	0.452718619
363	0.4526151139
364	0.4525090847
365	0.4524043288
366	0.4522044649
367	0.4521074067
368	0.4520106264
369	0.4518101663
370	0.4516544849
371	0.4515042059
372	0.4514073495
373	0.4513088028
374	0.4512184427
375	0.4511067959
376	0.4509761312
377	0.4508637627
378	0.4503025432
379	0.4501880541
380	0.4500949457
381	0.4499814115
382	0.4495113951
383	0.4493657517
384	0.4492187321
385	0.4491302145
386	0.4490453149
387	0.448924751
388	0.4488507323
389	0.4485919135
390	0.4484910983
391	0.4484033833
392	0.4481897378
393	0.4480549081
394	0.4473699416
395	0.4470668326
396	0.4469588352
397	0.4468545411
398	0.4467088888
399	0.4465941262
400	0.446386578
401	0.4462619657
402	0.4461569497
403	0.446051176
404	0.4459602465
405	0.4458665911
406	0.4454701809
407	0.4451544784
408	0.4450837325
409	0.4447482947
410	0.4446300396
411	0.4445599169
412	0.4444628856
413	0.4443709294
414	0.4442502937
415	0.4441327111
416	0.4440107798
417	0.4438651275
418	0.4437346242
419	0.4435768806
420	0.4433173489
421	0.4431179154
422	0.4430486579
423	0.4429876452
424	0.442866884
425	0.4427566853
426	0.4426269038
427	0.4425622417
428	0.442488501
429	0.44241897
430	0.4423645566
431	0.4422567386
432	0.4421668626
433	0.4420529967
434	0.4419731632
435	0.4418710524
436	0.4417609524
437	0.441634753
438	0.4415538704
439	0.4414889304
440	0.4411337482
441	0.4404783533
442	0.4403873476
443	0.4402957141
444	0.4402010993
445	0.4401121289
446	0.4398516917
447	0.4393057198
448	0.4392150099
449	0.4390157064
450	0.438930233
451	0.4385466404
452	0.4384197909
453	0.4383422125
454	0.4382314849
455	0.4379193197
456	0.4378392755
457	0.4377561244
458	0.4376722515
459	0.4375797438
460	0.4374637035
461	0.437345444
462	0.4372809163
463	0.436855468
464	0.436764126
465	0.436688045
466	0.4366360033
467	0.4363586955
468	0.436295078
469	0.4361600869
470	0.4360976126
471	0.4359646211
472	0.435845819
473	0.4357766154
474	0.435537236
475	0.4354504445
476	0.435258108
477	0.4351688058
478	0.4350428396
479	0.4349442526
480	0.4348447017
481	0.4347578205
482	0.4346440801
483	0.4345701197
484	0.4344124344
485	0.434308333
486	0.4342192281
487	0.4340657525
488	0.4339631485
489	0.4338566217
490	0.433802706
491	0.4336963316
492	0.4336276255
493	0.4335524905
494	0.4333717029
495	0.4332831046
496	0.4332187967
497	0.4329724234
498	0.4328714827
499	0.4327817457
500	0.432469307
501	0.4322609473
502	0.4321316724
503	0.4320706507
504	0.4319532206
505	0.4318754046
506	0.4317689136
507	0.4316851842
508	0.4316024276
509	0.431478147
510	0.4314153499
511	0.4311240678
512	0.4310491121
513	0.4309787114
514	0.4308753139
515	0.4308180761
516	0.4305311292
517	0.4304590249
518	0.4303560802
519	0.4302679437
520	0.4301501325
521	0.4300863805
522	0.429974931
523	0.4298914302
524	0.4298129417
525	0.4297047785
526	0.4296162968
527	0.4295547102
528	0.4293529678
529	0.4292601822
530	0.4291902836
531	0.4291204926
532	0.4290413003
533	0.4289743786
534	0.4288946168
535	0.4288065566
536	0.4286940132
537	0.4284528853
538	0.4283816283
539	0.4282832924
540	0.4282059471
541	0.4280270111
542	0.4279076576
543	0.4278256408
544	0.427725274
545	0.4276198097
546	0.4275280507
547	0.4273174404
548	0.4272494876
549	0.4271844713
550	0.4270934521
551	0.4270039482
552	0.4269251145
553	0.4268162249
554	0.4267169027
555	0.4266776293
556	0.4266146933
557	0.4265567919
558	0.4264766087
559	0.4264050693
560	0.4263528437
561	0.4262892307
562	0.4261767501
563	0.4261093801
564	0.4260450811
565	0.4260003247
566	0.4258937306
567	0.4258158563
568	0.4257570897
569	0.4256796637
570	0.4256006014
571	0.4255459997
572	0.4254885377
573	0.4254049203
574	0.4251565879
575	0.4250923965
576	0.4250075911
577	0.4249367869
578	0.4248509907
579	0.4247751473
580	0.4246793848
581	0.4246208916
582	0.4245431787
583	0.424495405
584	0.4244017407
585	0.4242179986
586	0.4240931935
587	0.4240122437
588	0.423956176
589	0.4238909759
590	0.4237886319
591	0.4236887
592	0.4236254591
593	0.4235541841
594	0.4234966728
595	0.4234186147
596	0.4233680793
597	0.4232480579
598	0.4231645302
599	0.4230872432
600	0.4230326415
601	0.4229515034
602	0.4227899266
603	0.4227111556
604	0.4226368545
605	0.4225792087
606	0.422518864
607	0.422450288
608	0.4223724361
609	0.42229384
610	0.4222110206
611	0.4221237853
612	0.4220745546
613	0.4220030779
614	0.4219308435
615	0.4218221647
616	0.4217557497
617	0.4216049058
618	0.4215546977
619	0.4214875294
620	0.4214268395
621	0.4212881407
622	0.4212169689
623	0.4211179605
624	0.4210461297
625	0.4209904789
626	0.4209315868
627	0.4208823022
628	0.4208064902
629	0.4206775695
630	0.4206144765
631	0.4205349883
632	0.4204484926
633	0.4204054488
634	0.4203118069
635	0.4202664138
636	0.4201217524
637	0.4199987181
638	0.4199108013
639	0.4198539536
640	0.4197477809
641	0.4195995911
642	0.4195530593
643	0.4194889172
644	0.4194134011
645	0.4192689279
646	0.4192018269
647	0.4191305027
648	0.4190633748
649	0.4189926065
650	0.4188813005
651	0.4188066048
652	0.4186876817
653	0.4185517178
654	0.4183125581
655	0.4182391267
656	0.418153326
657	0.4180489421
658	0.417961124
659	0.4178843346
660	0.4178301454
661	0.4177426904
662	0.4176515501
663	0.4175958769
664	0.4174590567
665	0.4173899158
666	0.4173284458
667	0.417280013
668	0.4172002244
669	0.4171126259
670	0.4170449869
671	0.4169889685
672	0.4169258217
673	0.4168796486
674	0.4167363187
675	0.4166699932
676	0.4166089133
677	0.4165207588
678	0.4164300893
679	0.4163451987
680	0.4163039347
681	0.4161050885
682	0.4160503793
683	0.4158796297
684	0.4158018854
685	0.4157122829
686	0.4156315214
687	0.4155587131
688	0.4154733428
689	0.4154369567
690	0.4153705864
691	0.4153110083
692	0.4152671889
693	0.4151819083
694	0.4151219805
695	0.4150133017
696	0.4149542122
697	0.4149061561
698	0.4148292413
699	0.4148008667
700	0.414739827
701	0.4145684946
702	0.414497399
703	0.4144314995
704	0.4143693525
705	0.4142741997
706	0.4141514166
707	0.4141080275
708	0.4140544705
709	0.4140181202
710	0.4139626039
711	0.4138846131
712	0.4137869765
713	0.4136993108
714	0.4135885338
715	0.4135307132
716	0.4134345247
717	0.4133351442
718	0.4132763103
719	0.41319979
720	0.4131137517
721	0.4130350928
722	0.4129917217
723	0.4128527674
724	0.4127223358
725	0.4126743156
726	0.4125848207
727	0.4125211942
728	0.4124205584
729	0.4123679428
730	0.4123333634
731	0.4122581431
732	0.4121904862
733	0.4121238559
734	0.4120451388
735	0.4119830232
736	0.4119019389
737	0.4116901764
738	0.4116116789
739	0.4115347775
740	0.4114677123
741	0.4114122588
742	0.4113644762
743	0.4112869516
744	0.4111683065
745	0.4111281051
746	0.4110879978
747	0.4109667659
748	0.4108643591
749	0.4108029339
750	0.4106821683
751	0.4106145427
752	0.4105553591
753	0.4105040033
754	0.4104357232
755	0.4103544775
756	0.4102976925
757	0.4102489594
758	0.4101960031
759	0.4101389177
760	0.4100976358
761	0.4100483782
762	0.4099729473
763	0.4099299528
764	0.4098097565
765	0.4097232877
766	0.409679298
767	0.4096174782
768	0.4095601149
769	0.4095162865
770	0.4094374617
771	0.4093871909
772	0.4093161491
773	0.4092437892
774	0.4091897883
775	0.4091352897
776	0.4090771149
777	0.4090202447
778	0.408955865
779	0.4089034243
780	0.4088321807
781	0.4087715401
782	0.4087406101
783	0.4086874655
784	0.4086208531
785	0.4085672423
786	0.4085237546
787	0.4084352415
788	0.4083697948
789	0.4083010529
790	0.4082365567
791	0.4081724012
792	0.4081253718
793	0.408063292
794	0.4080309811
795	0.4079898651
796	0.4079128202
797	0.4078565014
798	0.4077952018
799	0.4077426624
800	0.4076882939
801	0.4075612023
802	0.407481992
803	0.4074182534
804	0.4073582404
805	0.4073070192
806	0.4072606129
807	0.4072092123
808	0.4071726019
809	0.4070981753
810	0.4070544679
811	0.4070190905
812	0.4069699943
813	0.4069237225
814	0.4068644582
815	0.4068044408
816	0.4067421458
817	0.4066896916
818	0.4066439354
819	0.406596498
820	0.4065446222
821	0.4064813006
822	0.4063936483
823	0.4062176712
824	0.4061300144
825	0.4060664731
826	0.4060026852
827	0.4059398299
828	0.4058601623
829	0.4058196963
830	0.4057610956
831	0.4057060187
832	0.4056343896
833	0.4055707945
834	0.405481053
835	0.4054313336
836	0.4053731812
837	0.4053060712
838	0.4052719491
839	0.4050601776
840	0.4049804876
841	0.4049307054
842	0.4048852003
843	0.4048400493
844	0.4047627175
845	0.4046920478
846	0.4045843553
847	0.4044830022
848	0.4044318347
849	0.4043789142
850	0.4043269398
851	0.4042605247
852	0.4042081781
853	0.4041395214
854	0.4040831892
855	0.4039911298
856	0.4039440018
857	0.4038992184
858	0.4038592367
859	0.4037988158
860	0.4037165613
861	0.403667622
862	0.4035957732
863	0.4035491383
864	0.4034624858
865	0.4034201772
866	0.4033244864
867	0.4032791382
868	0.4032431466
869	0.4031978208
870	0.4030717065
871	0.403034482
872	0.4029757602
873	0.402928928
874	0.4028984105
875	0.4028168464
876	0.4027485932
877	0.402650598
878	0.4025893029
879	0.4025314508
880	0.4024659862
881	0.4024271297
882	0.4023323491
883	0.4022689736
884	0.4022322378
885	0.4021918346
886	0.4021511535
887	0.4021053435
888	0.4020501993
889	0.4020154361
890	0.4019496532
891	0.4018835474
892	0.4018317792
893	0.4017588185
894	0.4017075973
895	0.4016431772
896	0.4015857646
897	0.4015370629
898	0.4014815287
899	0.4014340374
900	0.4013697161
901	0.4013113171
902	0.4010931749
903	0.4010369503
904	0.4009811695
905	0.4009462
906	0.4007664212
907	0.4005856739
908	0.4005159502
909	0.4004440207
910	0.400334239
911	0.400186493
912	0.4001480311
913	0.4000925507
914	0.4000327933
915	0.3999748874
916	0.3999357934
917	0.3998612367
918	0.3997590452
919	0.3997090658
920	0.3996662237
921	0.3995932048
922	0.3995016072
923	0.3993886245
924	0.3993369459
925	0.3993019137
926	0.3992472044
927	0.3991968797
928	0.3991447752
929	0.3990805211
930	0.3990217903
931	0.398950901
932	0.3989099015
933	0.3988342644
934	0.3987788602
935	0.3986850748
936	0.3985074255
937	0.3984456999
938	0.3983901791
939	0.3983334479
940	0.3983051137
941	0.3982341795
942	0.3981784122
943	0.3981308672
944	0.3980481778
945	0.3980030583
946	0.3979060808
947	0.3978576257
948	0.3978007779
949	0.3977600205
950	0.3976752196
951	0.3976224426
952	0.3975360008
953	0.3974563915
954	0.3974012742
955	0.3973179572
956	0.3972744561
957	0.3972272563
958	0.3971769631
959	0.3971333768
960	0.3970841236
961	0.3970508847
962	0.3970162605
963	0.3969609594
964	0.3968920292
965	0.3968322449
966	0.3967391544
967	0.3966965813
968	0.3966626341
969	0.3965989941
970	0.3965327898
971	0.3964724226
972	0.3964088903
973	0.3963447124
974	0.3963096219
975	0.3962617271
976	0.3962009924
977	0.3961475922
978	0.3960921342
979	0.3960534571
980	0.3959873335
981	0.3958557228
982	0.395798606
983	0.3957266451
984	0.39567806
985	0.3955530038
986	0.3955197066
987	0.3954597788
988	0.3954174478
989	0.3953415417
990	0.3952795785
991	0.3952357187
992	0.3951811843
993	0.3950836599
994	0.3950298293
995	0.3949485881
996	0.3949107135
997	0.3948515747
998	0.3947891139
999	0.3947351354
